1.158,2.605,0.036,0.124
1.087,1.331,0.044,0.057
2.099,2.065,0.106,0.103
2.263,2.854,0.102,0.153
2.384,0.307,0.047,0.003
2.073,1.781,0.107,0.084
0.685,1.096,0.021,0.037
0.587,1.114,0.016,0.035
2.764,2.034,0.148,0.089
2.733,1.376,0.138,0.047
2.161,2.579,0.101,0.136
0.935,1.905,0.031,0.084
1.385,1.904,0.060,0.095
2.999,0.640,0.095,0.010
2.219,2.840,0.099,0.152
0.899,2.872,0.020,0.117
2.060,0.272,0.039,0.003
0.308,0.377,0.003,0.004
1.462,0.976,0.063,0.037
1.670,1.713,0.080,0.083
1.801,2.864,0.071,0.153
2.599,2.463,0.134,0.122
1.986,2.265,0.096,0.118
0.899,2.883,0.020,0.117
2.062,1.222,0.101,0.047
2.003,1.055,0.093,0.038
2.632,2.257,0.139,0.107
1.994,0.734,0.078,0.020
2.111,1.226,0.104,0.047
1.022,1.800,0.037,0.082
1.212,0.322,0.026,0.005
0.991,1.126,0.038,0.044
2.426,0.446,0.064,0.007
2.083,1.112,0.099,0.040
1.792,1.640,0.089,0.078
1.789,0.673,0.066,0.018
1.248,2.255,0.046,0.112
1.744,1.028,0.079,0.038
1.499,2.910,0.051,0.149
2.474,0.251,0.041,0.002
0.756,1.666,0.023,0.066
1.869,0.714,0.072,0.020
1.733,1.829,0.084,0.091
2.542,2.616,0.127,0.133
0.315,2.258,0.004,0.047
1.345,2.813,0.044,0.140
1.599,2.376,0.067,0.125
1.468,1.863,0.065,0.093
0.677,1.427,0.020,0.052
0.330,0.897,0.006,0.018
0.866,2.376,0.023,0.100
1.996,0.309,0.042,0.004
1.425,1.906,0.062,0.096
0.998,2.609,0.028,0.116
0.985,0.720,0.033,0.022
0.318,2.952,0.003,0.054
1.283,2.867,0.039,0.139
1.214,2.311,0.043,0.113
1.755,1.364,0.086,0.060
0.742,1.462,0.023,0.056
0.287,2.314,0.003,0.044
2.984,2.182,0.161,0.093
2.962,2.898,0.148,0.143
0.710,0.795,0.020,0.023
0.327,1.112,0.006,0.024
0.930,2.313,0.027,0.101
0.472,1.916,0.009,0.056
2.020,1.432,0.102,0.061
0.687,2.236,0.016,0.083
1.250,2.200,0.047,0.109
1.377,2.070,0.057,0.104
2.300,1.286,0.115,0.048
1.340,0.821,0.053,0.028
1.537,1.059,0.069,0.041
1.275,0.701,0.046,0.022
1.697,1.583,0.083,0.075
1.780,0.287,0.036,0.004
1.280,1.650,0.055,0.078
0.870,0.288,0.015,0.004
2.826,2.032,0.152,0.087
1.913,0.517,0.060,0.011
2.393,0.788,0.095,0.020
2.570,1.745,0.137,0.073
1.264,1.479,0.055,0.068
1.944,1.242,0.095,0.050
1.590,1.435,0.076,0.065
1.479,1.965,0.065,0.099
1.851,1.138,0.088,0.044
0.404,0.377,0.005,0.005
0.809,1.512,0.027,0.061
2.104,0.533,0.067,0.011
1.542,2.281,0.065,0.119
2.959,2.574,0.155,0.121
0.765,1.399,0.025,0.054
1.709,1.895,0.082,0.095
1.692,2.168,0.077,0.113
1.330,1.517,0.059,0.071
1.611,2.449,0.066,0.129
1.210,1.247,0.051,0.053
2.040,2.911,0.085,0.157
2.542,0.723,0.094,0.016
0.252,2.023,0.003,0.036
2.447,1.097,0.115,0.035
1.150,0.777,0.042,0.026
0.857,1.609,0.029,0.067
2.380,2.974,0.107,0.159
1.078,0.890,0.040,0.031
1.971,2.165,0.096,0.111
1.291,1.653,0.056,0.079
1.048,1.346,0.041,0.058
2.866,1.748,0.152,0.067
2.868,2.883,0.143,0.144
1.246,2.034,0.049,0.100
0.664,1.318,0.020,0.047
1.402,1.801,0.062,0.089
0.490,2.958,0.006,0.077
2.353,0.315,0.048,0.003
1.940,2.269,0.092,0.118
0.380,2.663,0.004,0.060
1.035,0.607,0.032,0.017
1.239,2.417,0.043,0.119
1.201,0.358,0.028,0.007
2.406,1.608,0.126,0.067
0.265,1.028,0.004,0.018
0.868,0.757,0.028,0.023
